content_id,title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-7.55486E+18,Drupal 8 Module of the Week: simpleSAMLphp Authentication | Acquia,6. What can Acquia and the community do now regarding Drupal and ecommerce?,Red Hat OpenShift Blockchain Initiative Focuses On Ethereum,Release Day: Extend Drupal 8 with Plugins,Improving Drupal 8's API-first: JSON API and OAuth2?,MedStar Washington Potentially Affected By Bitcoin Ransomware
-7.55393E+18,Comercial japonês cria cidade de papel com caneta que conduz eletricidade,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,Dasa compra rede de laboratórios SalomãoZoppi,"[Techniques] Será que você está fazendo ""brainstorm"" da forma correta? - Blog Locaweb - Notícias sobre tecnologia, programação e muito mais.",Onde a tecnologia e o cuidado se encontram? - Saúde Business,The future is the trust economy
-7.55091E+18,Governo busca empresas para aprimorar Internet das Coisas no Brasil,Tecnologia para colher mais e o uso do GPS,"contentId
-9153494109165200346    Android N Developer Preview 2, out today! | An...
-9153494109165200346    Android N Developer Preview 2, out today! | An...
Name: title, dtype: object","Android N Developer Preview 2, out today! | Android Developers Blog",Sesi oferece curso de LIBRAS com certificação de 40 horas,Android Quickstart - Firebase
-7.5425E+18,"Frequent password changes are the enemy of security, FTC technologist says",Um exemplo starter kit para static websites,Android Studio 2.2,How a Japanese cucumber farmer is using deep learning and TensorFlow | Google Cloud Big Data and Machine Learning Blog | Google Cloud Platform,Making Sense of Unstructured Data with Google Cloud NL API,Prototipação: erre cedo para acertar cedo - Hipsters #28
-7.53965E+18,Inteligência artificial do Google é capaz de descrever imagens | Google Discovery,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,Plano Nacional de IoT chega em março com parceria entre MCTIC e BNDES,Google's Tensor Processing Unit explained: this is what the future of computing looks like,Artificial Intelligence Software Is Booming. But Why Now?,Asus ready to take bite of 'Pi' market with Tinker micro PC
-7.53939E+18,Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs,Fábio Prado - Overview sobre índices - DBA Brasil 1.0,NoSQL Performance Benchmarks,Gartner Reprint,One Dollar Board: Um projeto brasileiro para revolucionar a educação,SQL vs NoSQL: you do want to have a relational storage by default - Enterprise Craftsmanship
-7.53424E+18,Building on Slack Saved Our Startup,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,Most Interesting APIs in 2016: Cognitive Computing,The Top 10 Companies Millennials Want to Work For,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi,New Trend Briefing from TrendWatching | RECONCILIATION BRANDS
-7.52918E+18,"Zo, Microsoft's latest attempt at a chatbot, is ready to converse on Kik app",How do you sell SaaS software to enterprise businesses?,Inteligência artificial do Google é capaz de fazer leitura labial | Google Discovery,Esse bot do Facebook Messenger te ajuda a estudar para o ENEM,Google's new translation software is almost as good as human translators,"Facebook Messenger now supports PayPal payments in bots, will track your PayPal receipts"
-7.52551E+18,These Are The 10 Most Purchased Brands in the World,You can now use MyCokeRewards with Apple Pay (and score a free Coke),How Coca-Cola Is Harvesting Innovation Energy From Startups,So you want to sell to banks?,Ray Kurzweil: The world isn't getting worse - our information is getting better,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net"
-7.51837E+18,My favorite people and resources to learn Android programming from,Optimizing the Performance of Vector Drawables - upday devs,Post: Just Say mNo to Hungarian Notation,Firebase Test Lab for Android,"Understanding IP Addresses, Subnets, and CIDR Notation for Networking",AWS Certified Solutions Architect Professional – Study Guide – Domain 7.0: Scalability and Elasticity (15%)
-7.50988E+18,Como ser menos ocupado em um mundo ocupado,Google Calendar's newest feature uses machine learning to help you actually accomplish your goals,5 motivos para não escrever 5 motivos,Most People Say They Could Get Rid of Tons of Stuff and Still Be Happy,Mapa mental: a chave para organizar seus projetos!,Cinco dicas de executivos de sucesso para se dar bem na vida e no trabalho
-7.50806E+18,Cia. Hering sincroniza diferentes marcas em um único portal de compras,You can now use MyCokeRewards with Apple Pay (and score a free Coke),Por que o Walmart não é Walmart no Brasil,Comprar roupas está ficando fora de moda no Reino Unido,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net",Why Introverts Are Better at Sales Than Extroverts
-7.49983E+18,The Sweet Way that Gamification Helps M&M's Boost Consumer Engagement - Gamification Co,The Ultimate Guide to SEO Reporting: Starting with the Basics,Return of incandescent light bulbs as MIT makes them more efficient than LEDs,"EC2 Price Reduction (C4, M4, and T2 Instances) | AWS Blog",8 Old School SEO Practices That Are No Longer Effective - Whiteboard Friday,"Introducing a new developer show ""Machine Learning: Recipes for New Developers"""
-7.49207E+18,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Renewing Medium's focus,Swift Top 10 Articles For The Past Year (v.2017),Migrating from Parse to Bluemix,Setting up an Android ContentProvider with a join,Final Developer Preview before Android 7.0 Nougat begins rolling out | Android Developers Blog
-7.48513E+18,Ozlo The AI Chatbot Wants To Help You Find Coffee And Food,"Chatbots Are Your Newest, Dumbest Co-Workers",Conversational Banking; from branches to bots. - Chatbots Magazine,Chatbots for work: Troops raises $2.6M to help you use Salesforce,3Dprintler lets you order a 3D print via chatbot,How a Chatbot Helped This Vinyl Records Startup Make $1 Million in 8 Months
-7.48496E+18,Mobile-Only Challenger Banks Are Shaping the Future of Financial Services Industry,"Amazon tem 31% do mercado de infraestrutura em nuvem, segundo Gartner - Computação na Nuvem",Serviços na nuvem pública mais que duplicam até 2020 - B!T magazine,Banco Original adota Bot no Messenger do Facebook,The new tech talent you need to succeed in digital,Microsoft and Bank of America Merrill Lynch Collaborate to Transform Trade Finance Transacting With Azure Blockchain as a Service
-7.48161E+18,Especialista explica como semente artificial de cana aumenta produtividade,Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio,Rede Agricultura de Precisão II,Apresentação da nova placa de desenvolvimento Arduino MKRZero -,Smirnoff lança primeiro destilado em embalagem Tetrapak do Brasil,Uber se prepara para lançar serviço de delivery no Brasil
-7.47437E+18,"Estonia wants to become a 'country as a service' and already has 10,000 virtual residents",A digital crack in banking's business model,JPMorgan is Quietly Developing a Private Ethereum Blockchain - CoinDesk,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,What it Means to Be a 'Growth Hacker' According to Julie Zhou,Google isn't abandoning Hangouts for its new chat apps
-7.46357E+18,Google's new translation software is almost as good as human translators,3M e o perfil intraempreendedor | Endeavor Brasil,What Is a Good Retention Rate for Online Software,Visa anuncia plataforma para pagamentos B2B internacionais com tecnologia blockchain - Startupi,The Top 10 Companies Millennials Want to Work For,Como o Trello foi de 4 a 17 milhões de usuários
-7.46331E+18,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",Uber lança serviço de helicóptero em SP com preços a partir de R$66 - IDG Now!,CMO interview: Putting IBM's marketing technology under the microscope,Learning at the speed of business,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist,Lessons learned from a year of using live migration in production on Google Cloud
-7.45491E+18,Building Products,"contentId
7251252752220327534    9 Non-Threatening Leadership Strategies for Women
7251252752220327534    9 Non-Threatening Leadership Strategies for Women
Name: title, dtype: object",The Fountain (2006),Once Upon a Time in the West (1968),Man accidentally deletes his entire company with one line of bad code,Hollar snags another $30 million for its fast-growing dollar store app
-7.45276E+18,Baião de Dois - uma delicia brasileiríssima,SwiftCoders by Garric Nahapetian on iTunes,Eddy Cue and Craig Federighi Open Up About Learning From Apple's Failures,Bolinho de parmesão,5 Ways to Save Time During Research | Viget,"PSA: iOS 9.3.5 fixes serious security exploit that exposed contacts, texts, calls, &amp; emails"
-7.44825E+18,Apple Unveils iPhone 7 Alongside 7 Plus With Dual-Lens Camera,What to Expect at WWDC 2016,Alecrim/AlecrimCoreData,Joel on Software,"contentId
-5808672937983623398    How Netflix does A/B testing - InVision Blog
-5808672937983623398    How Netflix does A/B testing - InVision Blog
Name: title, dtype: object","Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year"
-7.44733E+18,MOBILE TIME - Chatbots vão diminuir a força de Apple e Google,BIG BRAND REDEMPTION | New free Trend Briefing from TrendWatching,Ordering coffee in Italy: the 10 commandments,"contentId
5817939718364925129    Today in Apple history: Steve Jobs passes away...
5817939718364925129       Today in Apple history: Steve Jobs passes away
Name: title, dtype: object","contentId
-5808672937983623398    How Netflix does A/B testing - InVision Blog
-5808672937983623398    How Netflix does A/B testing - InVision Blog
Name: title, dtype: object","contentId
8200662919796009914    Cartography Comparison: Google Maps & Apple Maps
8200662919796009914    Cartography Comparison: Google Maps & Apple Maps
Name: title, dtype: object"
-7.4423E+18,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Apple Music festival will kick off on September 18,Today in Apple history: OS X Panther claws its way onto Macs | Cult of Mac,Smartwatch sales are tanking,"contentId
2847365042071859088    IBM now uses more Macs than any other company ...
2847365042071859088    IBM now uses more Macs than any other company ...
Name: title, dtype: object","Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year"
-7.42319E+18,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR",My Approach to Mobile Accessibility Testing - Ministry of Testing,5 Asian Trends for 2017,Top 5 Android Testing Frameworks with Examples,"Google tests a more personalized version of its virtual assistant, Google Now",O seu conteúdo está preparado para as duas internets?
-7.40659E+18,[Bonito] Flutuações em Bonito: escolha a sua!,R3 Blockchain Consortium Partners with Microsoft - CoinDesk,Conferência discutirá principais temas dentro do mundo de inovação em serviços financeiros - Startupi,How to E-Mail a Busy Person & get a Reply - Desk of van Schneider,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley',Lady Gaga's startup Backplane burns out and sells assets
-7.39967E+18,Touch (TV Series 2012-2013),How Neuroscientists Explain the Mind-Clearing Magic of Running,Virtual Weapons Are Turning Teen Gamers Into Serious Gamblers,Man accidentally deletes his entire company with one line of bad code,Hollar snags another $30 million for its fast-growing dollar store app,Hubble Contacts raises $7.2 million to deliver disposable lenses direct to consumers
-7.38804E+18,Load Testing Our Site on Pantheon (Drupalize.me),Centrally manage all your Google Cloud resources with Cloud Resource Manager,8 must-see sessions for application developers at Google Cloud Next '17,Hedron: Or my dissatisfaction with local development #Drupal,Sharing innovation with your competitors - Dries Buytaert,MVP = aprendizado inteligente
-7.38719E+18,Angular 2 versus React: There Will Be Blood - Free Code Camp,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,An Overly Thorough Guide To Underused Android Libraries,AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing,AWS Certified Solutions Architect Professional – Study Guide – Domain 4.0: Network Design for a complex large scale deployment (10%)
-7.38423E+18,Coca-Cola reportedly closes Founders startup incubator,Tailoring your integration approach to specific deals,America's allies are preparing for a bumpy ride,Speed for simplicity: An interview with Lenovo's Gerry Smith,Management theory is becoming a compendium of dead ideas,Spotify Raises $1 Billion in Debt Financing
-7.38055E+18,Extreme Style Machines:Using Random Neural Networks to Generate Textures,"Inbox by Gmail now helps you track calendar events, save links and stay on top of newsletters",Google buys machine learning startup Moodstock to help your phone's camera identify objects,Amazon founder: A.I.'s impact is,"Meet Articoolo, the robot writer with content for brains",'Magenta' Is Google's New Project To Make Art With Artificial Intelligence
-7.37114E+18,"Big data, big bandwidth: this week on Google Cloud Platform","contentId
8381798621267347902    Approaching (Almost) Any Machine Learning Problem
8381798621267347902    Approaching (Almost) Any Machine Learning Problem
Name: title, dtype: object","contentId
7420742904084384944    Fooling The Machine
7420742904084384944    Fooling The Machine
Name: title, dtype: object","contentId
8219310215587599928    Fooling The Machine
8219310215587599928    Fooling The Machine
Name: title, dtype: object","contentId
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
Name: title, dtype: object","contentId
1433951803438448289    Creative partnerships: Machine learning and th...
1433951803438448289    Creative partnerships: Machine learning and th...
Name: title, dtype: object"
-7.3679E+18,Chromebase for meetings makes video-conferencing personal and simple,Will Google NLI kill the market? Linguistic APIs review,Fileless Malware - A Behavioural Analysis Of Kovter Persistence,A programming language for living cells,"Afinal, o que é Inbound Marketing?",AI can learn from data without ever having access to it
-7.35893E+18,"contentId
-7358932766266901263    Why Many Smart Contract Use Cases Are Simply I...
-7358932766266901263    Why Many Smart Contract Use Cases Are Simply I...
Name: title, dtype: object",3 Big Blockchain Ideas MIT is Working on Right Now - CoinDesk,Blockchain startup R3 cuts fund-raising target to $150 million: source,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,"Amazon looking to buy Capital One? "" Banking Technology",4 Blockchain Macro Trends: Where to Place Your Bets
-7.35614E+18,"contentId
-7356135999773525293    Fooling The Machine
-7356135999773525293    Fooling The Machine
Name: title, dtype: object","contentId
8381798621267347902    Approaching (Almost) Any Machine Learning Problem
8381798621267347902    Approaching (Almost) Any Machine Learning Problem
Name: title, dtype: object","contentId
8219310215587599928    Fooling The Machine
8219310215587599928    Fooling The Machine
Name: title, dtype: object","contentId
-7356135999773525293    Fooling The Machine
-7356135999773525293    Fooling The Machine
Name: title, dtype: object","contentId
1433951803438448289    Creative partnerships: Machine learning and th...
1433951803438448289    Creative partnerships: Machine learning and th...
Name: title, dtype: object","contentId
-4187268503708157132    A Single App That'll Wrangle Your Millions of ...
-4187268503708157132    A Single App That'll Wrangle Your Millions of ...
Name: title, dtype: object"
-7.35063E+18,FH fecha contrato de OEM com SAP para entrega de soluções de e-commerce,VTEX expande parceria com SafetyPay para oferecer pagamento via lotéricas - IDG Now!,"Infracommerce, operadora de e-commerce da Ambev e Alpargatas, recebe aporte de R$ 40 mi",O IPO é a saída para a Netshoes?,Citroën lança e-commerce de carros,GPU Acceleration in Databricks
-7.34972E+18,"Facebook ditches Bing, 800M users now see its own AI text translations",Blaise Agüera y Arcas: How computers are learning to be creative,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,Spotify Raises $1 Billion in Debt Financing,"Where, how much, and how: Answering the hardest questions of resource allocation",Sympathy for Lady Vengeance (2005)
-7.3426E+18,Docker 1.12: Now with Built-in Orchestration!,Why Is Learning Drupal Hard?,How Kubernetes takes container workload portability to the next level,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais
-7.33139E+18,Here's proof that Google is getting serious about battling Facebook in a key area,Machine Learning for Designers,"Google's I/O Is a Little Like Disneyland, and a Little Like a Garage Sale",How We Got on Product Hunt Without ANY Preparation & the Gobs of Money We Made,Hollar snags another $30 million for its fast-growing dollar store app,"contentId
7251252752220327534    9 Non-Threatening Leadership Strategies for Women
7251252752220327534    9 Non-Threatening Leadership Strategies for Women
Name: title, dtype: object"
-7.32274E+18,Facebook testa dividir conteúdos da rede por temas,3 aplicações de realidade aumentada para apresentar novos produtos,"Carros de luxo em alta, mas o alerta está aceso",Cool URIs don't change,Global Blockchain Forum Launched to Coordinate Regulatory Interoperability and Best Practices,Pastejacking
-7.31503E+18,"Microsoft: Windows Phone is not the place to do ""new and exciting things"" - MSPoweruser",Hubble Contacts raises $7.2 million to deliver disposable lenses direct to consumers,How We Got on Product Hunt Without ANY Preparation & the Gobs of Money We Made,"contentId
-1706114177222872702    The Spotify Tribe
-1706114177222872702    The Spotify Tribe
Name: title, dtype: object",Once Upon a Time in the West (1968),Man accidentally deletes his entire company with one line of bad code
-7.29816E+18,"How Reporters Pulled Off the Panama Papers, the Biggest Leak in Whistleblower History",Kubernetes,"contentId
2293315701090958124    Here's the first full trailer for the next Sta...
2293315701090958124    Here's the first full trailer for the next Sta...
Name: title, dtype: object","contentId
-6499865726739947794    Microsoft's mobile problem may not be a proble...
-6499865726739947794    Microsoft's mobile problem may not be a proble...
Name: title, dtype: object","contentId
-1861959619649725543    Vidente reflete sobre os desafios contemporâneos
-1861959619649725543    Vidente reflete sobre os desafios contemporâneos
Name: title, dtype: object","contentId
-8099709040471107382    Vidente reflete sobre os desafios contemporâneos
-8099709040471107382    Vidente reflete sobre os desafios contemporâneos
Name: title, dtype: object"
-7.29472E+18,Usando o git add interativo,Aurelia 1.0 is Here!!!,Descubra os 10 apps mais importantes para o brasileiro,Java 9 Early Access: A Hands-on Session with JShell - The Java REPL | Takipi Blog,"Just shut up and let your devs concentrate, advises Stack Overflow CEO Joel Spolsky",Sobre o Hipsters Ponto Tech
-7.29229E+18,Bitcoin Future: When GBPcoin of Branson Wins Over USDcoin of Trump,How Google's AI paved the way for the next generation of bots,Three Platforms Bringing Bitcoin To Social Messaging Users,Microsoft Adds Ethereum to Windows Platform For Over 3 Million Developers - CoinDesk,"Bitcoin Mining, Ethereum Mining, Cloud Mining: 2016 Overview",5 Skills You Need to Become a Machine Learning Engineer | Udacity
-7.27769E+18,Giant-Man Goes Down in CAPTAIN AMERICA: CIVIL WAR Concept Art and New Poster Art,​Google's AI software is moving into your iPhone,The Conversational Economy Part 1: What's Causing the Bot Craze?,Creative Applications of Deep Learning with TensorFlow | Kadenze,"At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences",Auto-scaling scikit-learn with Spark
-7.27394E+18,Inteligência artificial do Google aprende a aprimorar fotos como nos filmes | Google Discovery,Research from VLDB 2016: Improved Friend Suggestion using Ego-Net Analysis,New Africa Trend Briefing from TrendWatching | BETTER TECH,Introducing the Open Images Dataset,Pixelated photos and licence plates can be unblurred using artificial intelligence,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery
-7.26422E+18,Qual é o valor da área de T&D na sua empresa?,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Robert Waldinger: Do que é feita uma vida boa? Lições do mais longo estudo sobre felicidade,Investimentos em coaching e mentoring aumentam nas empresas,4 Reasons Managers Should Spend More Time on Coaching,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins"
-7.25953E+18,Search API,Mulholland Drive (2001),Punch-Drunk Love (2002),Labyrinth of Lies (2014),The Big Lebowski (1998),Dogville (2003)
-7.25574E+18,Siga o líder,Mapa mental: a chave para organizar seus projetos!,New South & Central America Trend Briefing from TrendWatching | CRISIS SOLUTIONS,Relating a Problem Definition to IoT Architecture | Intel® Software,Google Calendar's newest feature uses machine learning to help you actually accomplish your goals,New Trend Briefing from TrendWatching | RECONCILIATION BRANDS
-7.2172E+18,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",The Genderbread Person v3 | It's Pronounced Metrosexual,Defining The Sharing Economy: What Is Collaborative Consumption--And What Isn't?,Savage Love Letter of the Day: Get Out There and Fight,Netflix emociona com vídeo destacando personagens LGBT
-7.21511E+18,Announcing updates to Google's Internet of Things platform: Android Things and Weave,Android development: What I wish I had known earlier - balpha.de,"contentId
3884256359744615997    So, You Want A Table, Huh?
3884256359744615997    So, You Want A Table, Huh?
Name: title, dtype: object",Apache Spark as a Compiler: Joining a Billion Rows on your Laptop: A deep dive into the new Tungsten Engine.,What Software Engineers Earn Compared to the General Population,Communication Within an Android App With EventBus
-7.20277E+18,Enable the new Google Contacts for your users from the Admin console,Introducing the Startup Battlefield companies of Disrupt NY 2016,"Google launches Springboard, an AI-powered assistant for its enterprise customers","Gchat Was the Future of Messaging, But Google Didn't Know What It Had","Google acquires Synergyse, an interactive training service for Google Apps","Google's I/O Is a Little Like Disneyland, and a Little Like a Garage Sale"
-7.19523E+18,Fazer coisas acontecerem: Os 3 Mindsets que te ajudarão,"contentId
-1383778823073811714    Swatch lança relógio para pagamentos em parcer...
-1383778823073811714    Swatch lança relógio para pagamentos em parcer...
Name: title, dtype: object",How to scale yourself: the '99/50/1' framework - The Mission,KPIs: por que eles são essenciais para medir o seu sucesso?,The future of the shopping mall,"Pelo sétimo mês consecutivo, fluxo de visitantes a shopping centers recua | VEJA.com"
-7.19389E+18,Speed for simplicity: An interview with Lenovo's Gerry Smith,Management theory is becoming a compendium of dead ideas,"Where, how much, and how: Answering the hardest questions of resource allocation",Spotify Raises $1 Billion in Debt Financing,America's allies are preparing for a bumpy ride,Five things to include in your digital transformation playbook
-7.19161E+18,Introducing the Open Images Dataset,How Seesaw accidentally became a teacher's pet at 1/4 of US schools,How Robots Can Acquire New Skills from Their Shared Experience,Kubernetes,The 17 equations that changed the world,Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science
-7.1746E+18,Learning at the speed of business,Uber lança serviço de helicóptero em SP com preços a partir de R$66 - IDG Now!,Pinterest Reinvents Itself to Prove It's Really Worth Billions,Is the Chatbot Trend One Big Misunderstanding?,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Google search now provides access to basic healthcare information in India
-7.16926E+18,Carteira inteligente tem trava biométrica e controle por aplicativo - Gadgets,Opening Up Data Science with data.world - Jono Bacon,[Retro] Celebration Grids - Management 3.0,Google now uses machine learning to make reading comics on phones easier,MacOS Sierra Preview,Cello
-7.16572E+18,Advancing enterprise database workloads on Google Cloud Platform,Polly.ai raises $1.2 million to help companies poll their employees,Event Map For Google I/O 2016 Released,Why Google App Engine rocks: A Google engineer's take,"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",Deep learning software knows that a rose is a rose is a rosa rubiginosa
-7.16257E+18,Chatbots: Are they better without the chat?,O tênue equilíbrio da equipe que desenha produtos digitais,#FinTech is all about human-centred design - Chris Skinner's blog,How Mature is Your Organization when it Comes to UX?,35 Innovative and Inspirational Website Designs in Banking,Críticas de design: dizendo as coisas que precisam ser ditas
-7.15585E+18,Locaweb compra plataforma de e-commerce FBITS - B!T magazine,Amazon passa Google como ponto de partida para buscas de e-commerce - IDG Now!,Sympathy for Lady Vengeance (2005),How Starbucks became so successful at coaxing consumers to pay with smartphones,Taco Bell chega ao Brasil no segundo semestre desse ano,App da Natura ganha recurso que permite pesquisar consultoras e pontos de venda mais próximos
-7.15275E+18,New Asia Trend Briefing from TrendWatching | ASIAN DATA DOMINANCE,New Africa Trend Briefing from TrendWatching | THE FUTURE OF AFRICONNECTION,Global Blockchain Forum Launched to Coordinate Regulatory Interoperability and Best Practices,Me an' Algernon,BrasilART - Efeito Paralax e Câmera Multiplano | Facebook,Barclays finally launches Apple Pay | The Memo
-7.13043E+18,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),Coder | Drupal.org,How We Migrated Data into Drupal from Four Different Sources Using the Migrate Module | Acquia,Acquia Engage 2016: Day One,Release Day: Extend Drupal 8 with Plugins,IEEE to Talk Blockchain at Cloud Computing Oxford-Con - CoinDesk
-7.12652E+18,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Wide & Deep Learning: Better Together with TensorFlow,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning","Hello, TensorFlow!",CrowdFlower raises $10 million from Microsoft and others to bring AI to data science,5 reasons your employees aren't sharing their knowledge
-7.12434E+18,How Etsy Does Continuous Integration for Mobile Apps,Mapping the Global NeoBank Landscape - Techfoliance,The Continuous Delivery Maturity Model,"Docker - Build, Ship, and Run Any App, Anywhere",Using Honcho to Create a Multi-Process Docker Container,"DevOps security requires new mindset and tools for visibility, automation"
-7.12037E+18,É chegada a hora do desenvolvimento de software orientado por hipóteses - CIO,GRI Magazine 4ª Edição,Amazon passa Google como ponto de partida para buscas de e-commerce - IDG Now!,Sympathy for Lady Vengeance (2005),How Starbucks became so successful at coaxing consumers to pay with smartphones,Taco Bell chega ao Brasil no segundo semestre desse ano
-7.11316E+18,Arquitetura de Microserviços habilitando APIs - Sensedia,Using Microservices Architecture as API Enablement Strategy,Communication patterns in a Microservice world,15 minutos sobre Docker,How to build cross-platform mobile apps using nothing more than a JSON markup,Microservices - When to React Vs. Orchestrate - Capital One DevExchange
-7.10801E+18,The Ultimate Digital Clean-Up Checklist: Are You Prepared For The New Year? - Smashing Magazine,20 Awesome PHP Libraries For Summer 2016,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Cloud Identity and Access Management - Google IAM,Making email safer with new security warnings in Gmail,Telegram Bolsters Bot API with New Gaming Functionality
-7.10154E+18,Coin Center Opens Nominations for the 2016 Blockchain Awards - CoinDesk,Coin Center Opens Nominations for the 2016 Blockchain Awards - CoinDesk,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's",Why Decentralized Conglomerates Will Scale Better than Bitcoin - Interview with OpenLedger CEO - Bitcoin News,Cloud Storage Goes Mainstream: Storj Launches Beta Joining Azure BaaS,Five Bitcoin and Ethereum Based Projects to Watch in 2016 - Blockchain Investment Vehicles
-7.08298E+18,Why your wallet is becoming the next platform,I've got standards - which one do you want? [UPDATE 5 APRIL 2016],"Santander Brasil tem lucro gerencial de R$ 1,989 bi no 4º trimestre",Santander Brasil gera 21% do resultado da matriz no 4º trimestre,Endered e Small World fazeme parceria para remessas de valores através de cartões,Auka brings Google Cloud-powered banking to Europe
-7.07808E+18,O seu conteúdo está preparado para as duas internets?,TEDxSãoPaulo,Game Of Thrones e suas lições de liderança | Endeavor Brasil,BIG BRAND REDEMPTION | New free Trend Briefing from TrendWatching,Ordering coffee in Italy: the 10 commandments,"contentId
-5808672937983623398    How Netflix does A/B testing - InVision Blog
-5808672937983623398    How Netflix does A/B testing - InVision Blog
Name: title, dtype: object"
-7.05147E+18,'Machine learning' is a revolution as big as the internet or personal computers,"Inbox by Gmail now helps you track calendar events, save links and stay on top of newsletters",Introducing Sign in with Slack - Slack Platform Blog,5 reasons your employees aren't sharing their knowledge,"Secret's founder returns with Bold, a Medium for enterprise",How This Googler Redesigned The Workweek
-7.04745E+18,Plano nacional de ''internet das coisas'' sai em fevereiro,Livro reúne artigos de 30 pesquisadores sobre inovação na agricultura - RSS,Saying �� to Allo and Duo: new apps for smart messaging and video calling,Apple Invites Media to September 7 Event: 'See You on the 7th',SIG Combibloc lança campanha para Américas e consolida sua proposta de valor,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/"
-7.04321E+18,Google Cloud Datastore gets faster cross-platform API,New Google Cloud Platform Education Grants offer free credits to students,"Google Cloud Datastore simplifies pricing, cuts cost dramatically for most use-cases",An overview of web service solutions in Drupal 8,Measuring the Benefits of Software Reuse,1. Why ecommerce matters
-7.04208E+18,Microsoft convoca comunidade técnica para resolver problemas usando a nuvem - Startupi,Big data's 'streetlight effect': where and how we look affects what we see,One year as a Data Scientist at Stack Overflow,New Trend Briefing from TrendWatching | RECONCILIATION BRANDS,New South & Central America Trend Briefing from TrendWatching | PROTECTIVE TECH,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi
-7.03466E+18,Yahoo discloses hack of 1 billion accounts,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",Getting Ready For HTTP/2: A Guide For Web Designers And Developers - Smashing Magazine,Yahoo discloses hack of 1 billion accounts,Facebook now flags and down-ranks fake news with help from outside fact checkers,Falling for Web Components
-7.03399E+18,The Conversational Economy Part 1: What's Causing the Bot Craze?,The Conversational Economy Part 1: What's Causing the Bot Craze?,Creative Applications of Deep Learning with TensorFlow | Kadenze,"At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences",Giant-Man Goes Down in CAPTAIN AMERICA: CIVIL WAR Concept Art and New Poster Art,Auto-scaling scikit-learn with Spark
