contentId,recommended_contentIds
1954074927376897165,"[np.int64(-3400154175330058574), np.int64(7616472242818646827), np.int64(-7342604649736473979), np.int64(2725842723638001955), np.int64(2399228553079505025)]"
-2118981143119783447,"[np.int64(-33740349536513960), np.int64(7238948407563080770), np.int64(-8863047175241170722), np.int64(8195862936106508846), np.int64(-2382583983070627054)]"
8689098216946253326,"[np.int64(162771765556771108), np.int64(1449689399273695199), np.int64(-5953227649059336919), np.int64(1515492713000932747), np.int64(8742078838645536785)]"
-3169423801125605259,"[np.int64(-4414039190127558142), np.int64(1002673045600956890), np.int64(-3876501423599932851), np.int64(-5000193502203199335), np.int64(4273365516830385867)]"
279771472506428952,"[np.int64(4877833951599818487), np.int64(5442191984600038712), np.int64(5619251370090681244), np.int64(7168347449326627154), np.int64(-518690781085251687)]"
-277169424764188814,"[np.int64(962287586799267519), np.int64(3017826600888052926), np.int64(-844797936291539016), np.int64(-5395935973320542237), np.int64(-7534240757267992657)]"
-4049108709890217048,"[np.int64(-6792965795755857419), np.int64(7508152369854945139), np.int64(-8641360668993633978), np.int64(-1901742495252324928), np.int64(4338940510328721138)]"
3149164017776669829,"[np.int64(-1839591250599587429), np.int64(-1101361754763388054), np.int64(6650072898902843826), np.int64(7823781477664935857), np.int64(-7033990154815318757)]"
3241240229241793423,"[np.int64(123378787151399958), np.int64(4815632823882298534), np.int64(-8968101771604200516), np.int64(4313871021753084020), np.int64(4563006651994272837)]"
-329139582593571060,"[np.int64(8386493184609384928), np.int64(-5843518165523212471), np.int64(4815632823882298534), np.int64(123378787151399958), np.int64(-5082274522455747241)]"
7938100642081250873,"[np.int64(-3697359635590244386), np.int64(2841458704671711663), np.int64(-8618420761918493321), np.int64(-8722526817358894474), np.int64(7253370880729538418)]"
1805849336099641652,"[np.int64(-3697359635590244386), np.int64(2841458704671711663), np.int64(2271592336048425450), np.int64(2858969450431709251), np.int64(-8618420761918493321)]"
7664140604181040222,"[np.int64(4671890082953295903), np.int64(4988225165850707692), np.int64(3075564241645350154), np.int64(7469361608711738006), np.int64(3296513714237850943)]"
7187974705675832644,"[np.int64(4355464044208438135), np.int64(3075564241645350154), np.int64(-4336877432539963613), np.int64(-4201751526335049119), np.int64(6658481071718074876)]"
2072448887839540892,"[np.int64(-205193648629294862), np.int64(8494390949377713372), np.int64(-2148899391355011268), np.int64(-7002558676365724983), np.int64(-634395794651424614)]"
-4975645025178552956,"[np.int64(-4975645025178552956), np.int64(-5691008411030226594), np.int64(8163984238975480171), np.int64(5779887740609126631), np.int64(123378787151399958)]"
-8085935119790093311,"[np.int64(-532999578436827210), np.int64(5847042211895226591), np.int64(524776334673868069), np.int64(-5253644367331262405), np.int64(-2136400115854451336)]"
-749116597676471759,"[np.int64(-3980612444042641628), np.int64(8115033558441775155), np.int64(2625883933130361261), np.int64(-8277924497842156608), np.int64(7434270606888620096)]"
4045164454094417310,"[np.int64(-5255285107284514595), np.int64(-5088157426675091741), np.int64(-5082274522455747241), np.int64(9213260650272029784), np.int64(-908052164352446106)]"
2518704978033827255,"[np.int64(8297658253225035519), np.int64(-8909927294729358771), np.int64(-9153494109165200346), np.int64(-9153494109165200346), np.int64(-7191607771634445823)]"
-7673844339521298105,"[np.int64(3035329611795434601), np.int64(-6634868367571835312), np.int64(-5204755921272353160), np.int64(-7681408188643141872), np.int64(-1111518890369033396)]"
-7485130558326482162,"[np.int64(1433393829724383645), np.int64(-6739959707791598779), np.int64(162771765556771108), np.int64(3064370296170038610), np.int64(-4615575698508618335)]"
6198232071580299480,"[np.int64(-5843518165523212471), np.int64(-2167839778474325326), np.int64(4815632823882298534), np.int64(-4386371945374980231), np.int64(-6761163882540291832)]"
3643465492984939400,"[np.int64(9004099881383415529), np.int64(7793363699831164066), np.int64(-885453047081832598), np.int64(-5231736210378596444), np.int64(6424668376409530281)]"
7359386552064322134,"[np.int64(4815632823882298534), np.int64(2834574758085485485), np.int64(3460026829794173084), np.int64(1556878199027930272), np.int64(-5843518165523212471)]"
1019706997674210703,"[np.int64(6847089514431675996), np.int64(-1452340812018195881), np.int64(6153710684104095269), np.int64(1441248639512899483), np.int64(-8885776096632729273)]"
-8278633353687754322,"[np.int64(-3864069617285644895), np.int64(-6940923725353716164), np.int64(2282385028752844581), np.int64(2032007496318616962), np.int64(-6739959707791598779)]"
8402348887626635381,"[np.int64(5937899505996968869), np.int64(8596997246990922861), np.int64(-5204755921272353160), np.int64(-8717945432162716060), np.int64(-1111518890369033396)]"
5439554346835640135,"[np.int64(2870099478920706993), np.int64(-321691855821364131), np.int64(-2309481887656981309), np.int64(-2309481887656981309), np.int64(393734797767236089)]"
-6255454949363031923,"[np.int64(-6215634663594744290), np.int64(8968837261991914049), np.int64(3293246847422795557), np.int64(-7904267039294833672), np.int64(-5973686110278905367)]"
-1820269894165785259,"[np.int64(4563006651994272837), np.int64(123378787151399958), np.int64(-8968101771604200516), np.int64(-7009536306337650657), np.int64(2639926854188906104)]"
833256912680066502,"[np.int64(7400247075626691905), np.int64(-8722526817358894474), np.int64(7004101889471761341), np.int64(2841458704671711663), np.int64(-3697359635590244386)]"
-5464698687596686623,"[np.int64(5152069678055228801), np.int64(8240934591713322028), np.int64(657779080033041603), np.int64(6669026579073415958), np.int64(1392715980907132808)]"
4563606877148407012,"[np.int64(6009447229221815725), np.int64(8596997246990922861), np.int64(-6151852268067518688), np.int64(8589361101754366293), np.int64(909703879562824170)]"
-6792965795755857419,"[np.int64(-8641360668993633978), np.int64(-4049108709890217048), np.int64(7508152369854945139), np.int64(-486686184692655504), np.int64(-8123488152283046553)]"
-7452761262757182727,"[np.int64(1968587931268137930), np.int64(5779887740609126631), np.int64(-6651333707067617642), np.int64(-6726685468116057064), np.int64(-1297580205670251233)]"
8021508382912212558,"[np.int64(1968587931268137930), np.int64(1115750778137998115), np.int64(4815632823882298534), np.int64(-556674612043273194), np.int64(-5082274522455747241)]"
-8222568914848295086,"[np.int64(4786732753690611738), np.int64(-3285620956704836473), np.int64(-1557461511205521728), np.int64(-6245524727898921842), np.int64(6377566860234930618)]"
3845974592165897942,"[np.int64(-659411840002799494), np.int64(9158289456544908688), np.int64(1592600391233958243), np.int64(-776023644693624658), np.int64(-6308850935767965758)]"
4899554125167253337,"[np.int64(8316918063034631031), np.int64(8968837261991914049), np.int64(8836508987743809103), np.int64(-1403735753867098241), np.int64(6987435400166905688)]"
-4068545238978420047,"[np.int64(-4068545238978420047), np.int64(-5791454671270548045), np.int64(-14569272361926584), np.int64(5947470908330062710), np.int64(6187300944962737279)]"
-4068545238978420047,"[np.int64(-4068545238978420047), np.int64(-5791454671270548045), np.int64(-14569272361926584), np.int64(5947470908330062710), np.int64(6187300944962737279)]"
7288937801410681383,"[np.int64(2321412363020240814), np.int64(-3785072380450959101), np.int64(4320282974712265321), np.int64(-5845411843260276924), np.int64(-1654063646246197191)]"
4069333494579100211,"[np.int64(5238119115012015307), np.int64(4139191914110236238), np.int64(7255021292858609470), np.int64(-2976309714446243509), np.int64(-1654063646246197191)]"
1331356827163029243,"[np.int64(-730957269757756529), np.int64(-5082274522455747241), np.int64(123378787151399958), np.int64(231281690254211527), np.int64(-8340365043226490059)]"
-5941854046477982982,"[np.int64(5779887740609126631), np.int64(6341647533150019811), np.int64(-624901815223005993), np.int64(-6859363289291329827), np.int64(123378787151399958)]"
5568089143939945595,"[np.int64(8289311442635691404), np.int64(5266164468981660031), np.int64(-7620438371471449873), np.int64(-4336877432539963613), np.int64(-4571929941432664145)]"
5109221095427625188,"[np.int64(123378787151399958), np.int64(-5082274522455747241), np.int64(-2323511129839590090), np.int64(5779887740609126631), np.int64(3367026768872537336)]"
9033884391004475493,"[np.int64(9033884391004475493), np.int64(-3114161754347804356), np.int64(-3114161754347804356), np.int64(4315784099325221836), np.int64(4315784099325221836)]"
4315784099325221836,"[np.int64(4315784099325221836), np.int64(-3114161754347804356), np.int64(-3114161754347804356), np.int64(9033884391004475493), np.int64(9033884391004475493)]"
4315784099325221836,"[np.int64(4315784099325221836), np.int64(-3114161754347804356), np.int64(-3114161754347804356), np.int64(9033884391004475493), np.int64(9033884391004475493)]"
-3114161754347804356,"[np.int64(-3114161754347804356), np.int64(4315784099325221836), np.int64(4315784099325221836), np.int64(9033884391004475493), np.int64(9033884391004475493)]"
-3114161754347804356,"[np.int64(-3114161754347804356), np.int64(4315784099325221836), np.int64(4315784099325221836), np.int64(9033884391004475493), np.int64(9033884391004475493)]"
9033884391004475493,"[np.int64(9033884391004475493), np.int64(-3114161754347804356), np.int64(-3114161754347804356), np.int64(4315784099325221836), np.int64(4315784099325221836)]"
5268351851132250,"[np.int64(5299613310913826266), np.int64(-7684863035595645318), np.int64(4307023751244532288), np.int64(-4485188959476061019), np.int64(3218993154926038233)]"
4463025528374352465,"[np.int64(-4374331682165863764), np.int64(-7358932766266901263), np.int64(-7358932766266901263), np.int64(8550670510357310628), np.int64(-1870456025059842373)]"
-3980612444042641628,"[np.int64(1432311799980176241), np.int64(-2479936301516183562), np.int64(-749116597676471759), np.int64(-5610593914683957297), np.int64(8115033558441775155)]"
-4050006690189978332,"[np.int64(-4095842175692097942), np.int64(6757348772114374254), np.int64(5237574390644778994), np.int64(-2871347907044769386), np.int64(8900292750226176660)]"
8938071859536254465,"[np.int64(-2697906762425596568), np.int64(123378787151399958), np.int64(6341647533150019811), np.int64(-5037827401452845772), np.int64(-5082274522455747241)]"
2916072977192006313,"[np.int64(1266958185239582088), np.int64(-1868297195590431285), np.int64(5410603488837817052), np.int64(-692972306229904743), np.int64(-2273517184910006534)]"
2704671778746002960,"[np.int64(-3697359635590244386), np.int64(8596997246990922861), np.int64(7168347449326627154), np.int64(2841458704671711663), np.int64(1805849336099641652)]"
5719793245136119929,"[np.int64(8386493184609384928), np.int64(539980615899429566), np.int64(4815632823882298534), np.int64(8779890754987103603), np.int64(679005777543560737)]"
-3954182109690207118,"[np.int64(-6566328419164841526), np.int64(-2329480295839698254), np.int64(4877833951599818487), np.int64(-4338308747999225618), np.int64(-6566175321434139682)]"
626121253933491500,"[np.int64(-6941221957775073810), np.int64(4056017896532335209), np.int64(-4414039190127558142), np.int64(4273365516830385867), np.int64(-8159730897893673528)]"
-2097626568191556277,"[np.int64(7653591914898297019), np.int64(1805849336099641652), np.int64(-3832772858396854546), np.int64(8596997246990922861), np.int64(-1051830303851697653)]"
-9128652074338368262,"[np.int64(2399228553079505025), np.int64(-3269885695260066314), np.int64(2220561310072186802), np.int64(-8068727428160395745), np.int64(-1917202688559171732)]"
5088013394045185972,"[np.int64(-2097075598039554565), np.int64(5217724704513784613), np.int64(2607211459879791691), np.int64(-1124738136890721085), np.int64(6652210819857467321)]"
2470587255066232267,"[np.int64(-769212572760644334), np.int64(-5231736210378596444), np.int64(-2841995722250280583), np.int64(430255078684584595), np.int64(-2382583983070627054)]"
3746463631389880443,"[np.int64(4865901874365409673), np.int64(3440451510720294447), np.int64(-4070929606295451361), np.int64(6892866957050839435), np.int64(5545306236636747547)]"
-8044741783031984918,"[np.int64(-5973686110278905367), np.int64(4911701623098526999), np.int64(1286494666178127087), np.int64(54678605145828343), np.int64(3293246847422795557)]"
3017826600888052926,"[np.int64(-277169424764188814), np.int64(962287586799267519), np.int64(-844797936291539016), np.int64(-5395935973320542237), np.int64(6669026579073415958)]"
-2797708685347481851,"[np.int64(5398961846611539065), np.int64(7400903238402587728), np.int64(-6245566021053602636), np.int64(-6851896696719147400), np.int64(-39485845307123560)]"
817467807875770568,"[np.int64(-39485845307123560), np.int64(5787934590133549357), np.int64(-5847687782206566321), np.int64(-6851896696719147400), np.int64(-7908990633460844158)]"
-39485845307123560,"[np.int64(817467807875770568), np.int64(-2797708685347481851), np.int64(5787934590133549357), np.int64(6535950170823528902), np.int64(335910242745901755)]"
-292870452169977398,"[np.int64(-6778286518036232293), np.int64(-2554512494756911972), np.int64(-659411840002799494), np.int64(4139191914110236238), np.int64(7255021292858609470)]"
-9073210245497295284,"[np.int64(8378863480597222815), np.int64(216869981229779312), np.int64(-3883591366197282127), np.int64(6591221581057159843), np.int64(4306804750094230211)]"
-5784991738549272379,"[np.int64(123378787151399958), np.int64(4313871021753084020), np.int64(-6859363289291329827), np.int64(-9194572880052200111), np.int64(1796618361228441836)]"
5932519440360275788,"[np.int64(-1971429126058184075), np.int64(5947470908330062710), np.int64(-4158297476631283435), np.int64(-793729620925729327), np.int64(-5756697018315640725)]"
-1172724258904585136,"[np.int64(5189433264884433830), np.int64(1137471872769164371), np.int64(6984066580750577207), np.int64(-8426084422061984285), np.int64(8946250624470221174)]"
-1114438937697017987,"[np.int64(-6644942243927487010), np.int64(626121253933491500), np.int64(6678691743269420670), np.int64(-4414039190127558142), np.int64(3564394485543941353)]"
-3641109225708958458,"[np.int64(5929055844564382383), np.int64(2727743992157210358), np.int64(7516228655554309785), np.int64(-7002558676365724983), np.int64(-634395794651424614)]"
8650916538290053756,"[np.int64(-6184570078369383337), np.int64(-4187268503708157132), np.int64(-4187268503708157132), np.int64(-456574518348806233), np.int64(-456574518348806233)]"
-4095842175692097942,"[np.int64(-4050006690189978332), np.int64(6757348772114374254), np.int64(5237574390644778994), np.int64(6304895356046683527), np.int64(-2871347907044769386)]"
-9099155556042679205,"[np.int64(-1178371721262103855), np.int64(-5794047401651735687), np.int64(-5843518165523212471), np.int64(4396754138692995627), np.int64(-583471248660258378)]"
7400247075626691905,"[np.int64(833256912680066502), np.int64(-8722526817358894474), np.int64(2841458704671711663), np.int64(-3697359635590244386), np.int64(7004101889471761341)]"
-3697359635590244386,"[np.int64(2841458704671711663), np.int64(1805849336099641652), np.int64(-8618420761918493321), np.int64(2271592336048425450), np.int64(-8722526817358894474)]"
-1536771179525677307,"[np.int64(3149164017776669829), np.int64(-6308850935767965758), np.int64(-1839591250599587429), np.int64(8596997246990922861), np.int64(2633209697262372913)]"
3548262914600772288,"[np.int64(-8635809464649679621), np.int64(-339230353302835829), np.int64(5779887740609126631), np.int64(-5380376324140474506), np.int64(123378787151399958)]"
-3555513869558669392,"[np.int64(-4600611344822394376), np.int64(65053321054180411), np.int64(8378863480597222815), np.int64(972258375127367383), np.int64(3720742491238027703)]"
2271592336048425450,"[np.int64(-8618420761918493321), np.int64(-3697359635590244386), np.int64(1805849336099641652), np.int64(2841458704671711663), np.int64(-7492067511846042603)]"
6757348772114374254,"[np.int64(-4095842175692097942), np.int64(-4050006690189978332), np.int64(5237574390644778994), np.int64(-2871347907044769386), np.int64(3180608611815082945)]"
-6858240061363309239,"[np.int64(-8762137947059829459), np.int64(-3697359635590244386), np.int64(2271592336048425450), np.int64(10247031220756478), np.int64(-8618420761918493321)]"
7616911250531106641,"[np.int64(719128783277038733), np.int64(2296515698565489277), np.int64(-1257839697539084047), np.int64(-7484960773951920439), np.int64(-7002558676365724983)]"
-1151034582628982912,"[np.int64(2457939609972623332), np.int64(5217724704513784613), np.int64(-2097075598039554565), np.int64(5088013394045185972), np.int64(2572662123697831414)]"
-7331393944609614247,"[np.int64(-8722526817358894474), np.int64(-4338308747999225618), np.int64(1929674614667189969), np.int64(-3697359635590244386), np.int64(4877833951599818487)]"
-4233177915193302509,"[np.int64(2639926854188906104), np.int64(3541770362851368020), np.int64(-730957269757756529), np.int64(-2405892683303291957), np.int64(6541551984368289722)]"
-6941221957775073810,"[np.int64(626121253933491500), np.int64(4056017896532335209), np.int64(-8159730897893673528), np.int64(4273365516830385867), np.int64(-8312968399134741370)]"
-5181489804915739633,"[np.int64(7253370880729538418), np.int64(7938100642081250873), np.int64(-3697359635590244386), np.int64(-8618420761918493321), np.int64(2841458704671711663)]"
-4089455027188314262,"[np.int64(8384349834972693428), np.int64(-14569272361926584), np.int64(6638782839540370044), np.int64(-4068545238978420047), np.int64(-4068545238978420047)]"
-6255158415883847921,"[np.int64(6044362651232258738), np.int64(123378787151399958), np.int64(4815632823882298534), np.int64(-5082274522455747241), np.int64(6341647533150019811)]"
8473367604990946179,"[np.int64(-7992053163122498177), np.int64(-3173020603774823976), np.int64(1649752043999819668), np.int64(4788854083489560153), np.int64(2930191803881821526)]"
-8526359231369823784,"[np.int64(7286613907013366088), np.int64(6040574489860277999), np.int64(7469361608711738006), np.int64(6858632230975272305), np.int64(1981046186743381313)]"
1031060816592502094,"[np.int64(717471739656838182), np.int64(-8964534883296838326), np.int64(7400903238402587728), np.int64(3437437537867086722), np.int64(335910242745901755)]"
-2429242279408079104,"[np.int64(1540456027678548167), np.int64(-8187220755213888616), np.int64(-6096307037126839100), np.int64(5843350704442714396), np.int64(-7454907763335725103)]"
-2800563841840387504,"[np.int64(204997192300542382), np.int64(-6761163882540291832), np.int64(4313871021753084020), np.int64(123378787151399958), np.int64(6162786478796754684)]"
-5482295111885355605,"[np.int64(-4833307637594287163), np.int64(2947843229055216994), np.int64(-7681408188643141872), np.int64(-799315203186826480), np.int64(-8189315446782327370)]"
-1196068832249300490,"[np.int64(-623310439329591027), np.int64(3989649621607163677), np.int64(-8722526817358894474), np.int64(-4880614998012292765), np.int64(-7331393944609614247)]"
-3759596852696130492,"[np.int64(8886002764685330098), np.int64(-1492913151930215984), np.int64(-7762049078455894395), np.int64(2607211459879791691), np.int64(-587747935064273401)]"
-4333056764244640444,"[np.int64(-6859363289291329827), np.int64(123378787151399958), np.int64(751528815916485437), np.int64(-5082274522455747241), np.int64(231281690254211527)]"
-5043294260151549400,"[np.int64(4717008760225392411), np.int64(3751305746867503759), np.int64(231281690254211527), np.int64(123378787151399958), np.int64(-7009536306337650657)]"
-1480913447590268358,"[np.int64(4119190424078847945), np.int64(7351002593233940239), np.int64(-6308850935767965758), np.int64(-6728844082024523434), np.int64(-5867424949902842953)]"
-8030181764663752939,"[np.int64(4916417766268744775), np.int64(1954991916791271993), np.int64(-1449104782233586994), np.int64(-659411840002799494), np.int64(-6308850935767965758)]"
2841458704671711663,"[np.int64(-3697359635590244386), np.int64(1805849336099641652), np.int64(-8618420761918493321), np.int64(2271592336048425450), np.int64(833256912680066502)]"
2259988589066296676,"[np.int64(4634963407423735625), np.int64(-8968101771604200516), np.int64(7734121175534200554), np.int64(2096088841518695759), np.int64(123378787151399958)]"
4156291407717900798,"[np.int64(3262563792577344354), np.int64(1266958185239582088), np.int64(-6725796505137573953), np.int64(6419848550542384295), np.int64(-1868297195590431285)]"
6260854150231142184,"[np.int64(-5179258585851879449), np.int64(-6340141548068597572), np.int64(2731915238980099593), np.int64(3328253785421705444), np.int64(-5829979886567267504)]"
-6313130301986591995,"[np.int64(8596997246990922861), np.int64(-8529522981244750831), np.int64(3035329611795434601), np.int64(3564394485543941353), np.int64(-4187268503708157132)]"
9028580484484026894,"[np.int64(-3671800260859291252), np.int64(6953968734027801757), np.int64(-4503975842879662368), np.int64(-3027055440570405664), np.int64(5484061377044071389)]"
-4505450219733822767,"[np.int64(-4126288159365354498), np.int64(3407455496422791860), np.int64(-6308850935767965758), np.int64(5842191581670322333), np.int64(7828019124127586556)]"
-2038869595290705317,"[np.int64(2271592336048425450), np.int64(2841458704671711663), np.int64(-3697359635590244386), np.int64(1805849336099641652), np.int64(-8618420761918493321)]"
-609005539129550395,"[np.int64(-9089854794058353436), np.int64(-434149774629603391), np.int64(3609315114795782005), np.int64(-1917202688559171732), np.int64(3064370296170038610)]"
-6644942243927487010,"[np.int64(-1114438937697017987), np.int64(8637400873589298078), np.int64(-8353590933060505654), np.int64(5250363310227021277), np.int64(-7126520323752764957)]"
5338575284381070077,"[np.int64(8586403905004879205), np.int64(-6814865160063205794), np.int64(1179017557429431126), np.int64(3385087622593663739), np.int64(-9128652074338368262)]"
4369833742675497700,"[np.int64(-6340141548068597572), np.int64(9060231864899459154), np.int64(-5179258585851879449), np.int64(-8194774279664546436), np.int64(-8187220755213888616)]"
-6184570078369383337,"[np.int64(1805849336099641652), np.int64(8650916538290053756), np.int64(-4187268503708157132), np.int64(-4187268503708157132), np.int64(-456574518348806233)]"
-1038011342017850,"[np.int64(123378787151399958), np.int64(4563006651994272837), np.int64(-1068603220639552685), np.int64(4061646345741687197), np.int64(-5082274522455747241)]"
1179017557429431126,"[np.int64(1220948775534529013), np.int64(-3105075547863520421), np.int64(5152069678055228801), np.int64(8240934591713322028), np.int64(5156657166068502754)]"
-4793380646045599184,"[np.int64(564282370384747453), np.int64(3880098804615440102), np.int64(2857117417189640073), np.int64(-3363563881552061188), np.int64(5238119115012015307)]"
-2083103312491589695,"[np.int64(-4760639635023250284), np.int64(7664140604181040222), np.int64(3296513714237850943), np.int64(1041289933344278866), np.int64(-9128652074338368262)]"
4812089894709919859,"[np.int64(-3697359635590244386), np.int64(2841458704671711663), np.int64(-8722526817358894474), np.int64(-8618420761918493321), np.int64(1805849336099641652)]"
-3400154175330058574,"[np.int64(1954074927376897165), np.int64(-6467708104873171151), np.int64(5238119115012015307), np.int64(-7342604649736473979), np.int64(7616472242818646827)]"
8461204368464164538,"[np.int64(-5082274522455747241), np.int64(-4358357193736101128), np.int64(-5037827401452845772), np.int64(374352050712569304), np.int64(1567984561327445971)]"
-5573840044320724169,"[np.int64(4579557799493615039), np.int64(127799031949294618), np.int64(4675505028897335428), np.int64(-3666646454167334466), np.int64(-1753606726398516179)]"
-3790313320969344469,"[np.int64(9136323715291453594), np.int64(-1291869519847635026), np.int64(7253370880729538418), np.int64(7238948407563080770), np.int64(-2990485643677949494)]"
-5151030094059373567,"[np.int64(4313871021753084020), np.int64(123378787151399958), np.int64(374352050712569304), np.int64(-6859363289291329827), np.int64(-2323511129839590090)]"
-3468529816757552062,"[np.int64(-14569272361926584), np.int64(3884256359744615997), np.int64(3884256359744615997), np.int64(569574447134368517), np.int64(4548329563501022787)]"
-1444385929353415304,"[np.int64(-360529647164834348), np.int64(374352050712569304), np.int64(-4358357193736101128), np.int64(-7009536306337650657), np.int64(-5037827401452845772)]"
-4265002939801511319,"[np.int64(-5756697018315640725), np.int64(-6728844082024523434), np.int64(-6765871608738223618), np.int64(7429409096643373334), np.int64(-8208801367848627943)]"
7168347449326627154,"[np.int64(4422997595777504091), np.int64(2704671778746002960), np.int64(-3697359635590244386), np.int64(7653591914898297019), np.int64(5827857898404399503)]"
-8669770849634489893,"[np.int64(-6124198068300347794), np.int64(6754313450809254838), np.int64(5930806521893160184), np.int64(1981046186743381313), np.int64(1485652648052127324)]"
-8762137947059829459,"[np.int64(-7492067511846042603), np.int64(-4084394822880420062), np.int64(2271592336048425450), np.int64(-8689798332822398451), np.int64(5714874452041944640)]"
-4509487968959834430,"[np.int64(6341647533150019811), np.int64(-8254222281357012124), np.int64(-5037827401452845772), np.int64(6044362651232258738), np.int64(1115750778137998115)]"
-7492067511846042603,"[np.int64(-4084394822880420062), np.int64(-8689798332822398451), np.int64(-8762137947059829459), np.int64(5714874452041944640), np.int64(-2855218766021441159)]"
-538948733779286129,"[np.int64(-5204755921272353160), np.int64(-1111518890369033396), np.int64(-7879096649194981370), np.int64(-89955207814154444), np.int64(5937899505996968869)]"
-1995591062742965408,"[np.int64(8483892789913825147), np.int64(5714874452041944640), np.int64(8620166073102656574), np.int64(-6074646493203713780), np.int64(-8689798332822398451)]"
3041906492387035176,"[np.int64(-6859363289291329827), np.int64(5779887740609126631), np.int64(3367026768872537336), np.int64(-8149429101569453081), np.int64(4161491675236615151)]"
-3363563881552061188,"[np.int64(-2976309714446243509), np.int64(5238119115012015307), np.int64(4139191914110236238), np.int64(7255021292858609470), np.int64(-8511291357261863413)]"
1173658987415870390,"[np.int64(-5082274522455747241), np.int64(-3699283667575074041), np.int64(123378787151399958), np.int64(-5843518165523212471), np.int64(4815632823882298534)]"
1999466695269209462,"[np.int64(8318042399332883628), np.int64(-7585525446062170144), np.int64(-6859363289291329827), np.int64(-2797708685347481851), np.int64(5398961846611539065)]"
7414965642940222121,"[np.int64(-5115041394506292462), np.int64(-8123488152283046553), np.int64(4338940510328721138), np.int64(-3061741807736367554), np.int64(-9055044275358686874)]"
-8123488152283046553,"[np.int64(4338940510328721138), np.int64(-6792965795755857419), np.int64(-3061741807736367554), np.int64(-9055044275358686874), np.int64(-5115041394506292462)]"
-5115041394506292462,"[np.int64(-6792965795755857419), np.int64(7414965642940222121), np.int64(-3061741807736367554), np.int64(-8123488152283046553), np.int64(4338940510328721138)]"
-7702672626132856079,"[np.int64(4430356355587165611), np.int64(5250363310227021277), np.int64(-8068727428160395745), np.int64(-7126520323752764957), np.int64(5258604889412591249)]"
8118799783881928573,"[np.int64(966067567430037498), np.int64(3294074907209583622), np.int64(-6739959707791598779), np.int64(-4615575698508618335), np.int64(-5997769775112032630)]"
-8149429101569453081,"[np.int64(6045455576279706291), np.int64(-7585525446062170144), np.int64(-2487699318115820990), np.int64(1999466695269209462), np.int64(3041906492387035176)]"
-2307670819023106063,"[np.int64(-1425776303341065806), np.int64(7962608766252092705), np.int64(-8968101771604200516), np.int64(-7009536306337650657), np.int64(-3699283667575074041)]"
-3206777048078326150,"[np.int64(-3697359635590244386), np.int64(-6858240061363309239), np.int64(-5181489804915739633), np.int64(2271592336048425450), np.int64(-8618420761918493321)]"
-4974757204495953627,"[np.int64(-498521148402713730), np.int64(8886002764685330098), np.int64(8416004328454490172), np.int64(8416004328454490172), np.int64(-5200964355640106406)]"
-6858665134018491791,"[np.int64(-8149429101569453081), np.int64(-4460374799273064357), np.int64(-3662111110237135231), np.int64(524776334673868069), np.int64(-2487699318115820990)]"
-2747266787901704910,"[np.int64(-3302834510061927448), np.int64(80435662809978246), np.int64(123378787151399958), np.int64(-5843518165523212471), np.int64(-4386371945374980231)]"
1468327003955810686,"[np.int64(-8657415528200615063), np.int64(5217724704513784613), np.int64(2607211459879791691), np.int64(-1124738136890721085), np.int64(-5920475612630001479)]"
-1453783314552286835,"[np.int64(984451487666392184), np.int64(5589042240234624581), np.int64(-1111518890369033396), np.int64(2231749805468232267), np.int64(3142843830268077617)]"
6045455576279706291,"[np.int64(-8149429101569453081), np.int64(-7585525446062170144), np.int64(2429264894470039764), np.int64(5684817723169964056), np.int64(3041906492387035176)]"
8076265166566225141,"[np.int64(8428597553954921991), np.int64(-6778286518036232293), np.int64(2736373711035411385), np.int64(5384282624557636856), np.int64(-2752345899464432864)]"
379773866860040428,"[np.int64(-1101361754763388054), np.int64(7508152369854945139), np.int64(1805849336099641652), np.int64(2393972361498749268), np.int64(-9192549002213406534)]"
8835339470389644264,"[np.int64(-387651900461462767), np.int64(5787934590133549357), np.int64(-2797708685347481851), np.int64(-7908990633460844158), np.int64(335910242745901755)]"
-6180514744351188891,"[np.int64(123378787151399958), np.int64(-5082274522455747241), np.int64(-3699283667575074041), np.int64(4563006651994272837), np.int64(4815632823882298534)]"
7083316110921342538,"[np.int64(-2587745393898245957), np.int64(4313871021753084020), np.int64(-556674612043273194), np.int64(231281690254211527), np.int64(-6859363289291329827)]"
3256054536066714292,"[np.int64(-769212572760644334), np.int64(-2176468683077766369), np.int64(-2141497471886086313), np.int64(10247031220756478), np.int64(-6115752106105570167)]"
4915137112517573184,"[np.int64(7532891417681708371), np.int64(-3810375613673461625), np.int64(230807360572081472), np.int64(8298709454703868984), np.int64(-1006791494035379303)]"
-6859363289291329827,"[np.int64(123378787151399958), np.int64(-2323511129839590090), np.int64(231281690254211527), np.int64(-5082274522455747241), np.int64(4313871021753084020)]"
240943776326872028,"[np.int64(4313871021753084020), np.int64(231281690254211527), np.int64(-8254222281357012124), np.int64(6044362651232258738), np.int64(123378787151399958)]"
-4975645025178552956,"[np.int64(-4975645025178552956), np.int64(-5691008411030226594), np.int64(8163984238975480171), np.int64(5779887740609126631), np.int64(123378787151399958)]"
-5691008411030226594,"[np.int64(-4975645025178552956), np.int64(-5691008411030226594), np.int64(8163984238975480171), np.int64(5779887740609126631), np.int64(123378787151399958)]"
